observation_date,FPCPITOTLZGBRA
2010-01-01,5.03872690108075
2011-01-01,6.63644962213090
2012-01-01,5.40349914036997
2013-01-01,6.20431066640101
2014-01-01,6.32904015516139
2015-01-01,9.02990102416136
2016-01-01,8.73914352329393
2017-01-01,3.44637335032669
2018-01-01,3.66485028376729
2019-01-01,3.73297621216894
2020-01-01,3.21176803803376
2021-01-01,8.30165975585673
2022-01-01,9.28010608956873
2023-01-01,4.59356282283204
2024-01-01,4.36746407652337
